filter_status	method	node	rejected	meaning
before_filter	Structured_Holm	O660	FALSE	O66.0 Obstructed labour due to shoulder dystocia
after_filter	Structured_Holm	O660	FALSE	O66.0 Obstructed labour due to shoulder dystocia
before_filter	BH	O660	FALSE	O66.0 Obstructed labour due to shoulder dystocia
after_filter	BH	O660	FALSE	O66.0 Obstructed labour due to shoulder dystocia
before_filter	Leaf_BH	O660	FALSE	O66.0 Obstructed labour due to shoulder dystocia
after_filter	Leaf_BH	O660	FALSE	O66.0 Obstructed labour due to shoulder dystocia
before_filter	Yekutieli	O660	FALSE	O66.0 Obstructed labour due to shoulder dystocia
after_filter	Yekutieli	O660	FALSE	O66.0 Obstructed labour due to shoulder dystocia
before_filter	Focused_BH	O68	FALSE	O68 Labour and delivery complicated by foetal stress [distress]
after_filter	Focused_BH	O68	FALSE	O68 Labour and delivery complicated by foetal stress [distress]
before_filter	Structured_Holm	O68	FALSE	O68 Labour and delivery complicated by foetal stress [distress]
after_filter	Structured_Holm	O68	FALSE	O68 Labour and delivery complicated by foetal stress [distress]
before_filter	BH	O68	FALSE	O68 Labour and delivery complicated by foetal stress [distress]
after_filter	BH	O68	FALSE	O68 Labour and delivery complicated by foetal stress [distress]
before_filter	Leaf_BH	O68	FALSE	O68 Labour and delivery complicated by foetal stress [distress]
after_filter	Leaf_BH	O68	FALSE	O68 Labour and delivery complicated by foetal stress [distress]
before_filter	Yekutieli	O68	FALSE	O68 Labour and delivery complicated by foetal stress [distress]
after_filter	Yekutieli	O68	FALSE	O68 Labour and delivery complicated by foetal stress [distress]
before_filter	Focused_BH	O680	FALSE	O68.0 Labour and delivery complicated by foetal heart rate anomaly
after_filter	Focused_BH	O680	FALSE	O68.0 Labour and delivery complicated by foetal heart rate anomaly
before_filter	Structured_Holm	O680	FALSE	O68.0 Labour and delivery complicated by foetal heart rate anomaly
after_filter	Structured_Holm	O680	FALSE	O68.0 Labour and delivery complicated by foetal heart rate anomaly
before_filter	BH	O680	FALSE	O68.0 Labour and delivery complicated by foetal heart rate anomaly
after_filter	BH	O680	FALSE	O68.0 Labour and delivery complicated by foetal heart rate anomaly
before_filter	Leaf_BH	O680	FALSE	O68.0 Labour and delivery complicated by foetal heart rate anomaly
after_filter	Leaf_BH	O680	FALSE	O68.0 Labour and delivery complicated by foetal heart rate anomaly
before_filter	Yekutieli	O680	FALSE	O68.0 Labour and delivery complicated by foetal heart rate anomaly
after_filter	Yekutieli	O680	FALSE	O68.0 Labour and delivery complicated by foetal heart rate anomaly
before_filter	Focused_BH	O681	FALSE	O68.1 Labour and delivery complicated by meconium in amniotic fluid
after_filter	Focused_BH	O681	FALSE	O68.1 Labour and delivery complicated by meconium in amniotic fluid
before_filter	Structured_Holm	O681	FALSE	O68.1 Labour and delivery complicated by meconium in amniotic fluid
after_filter	Structured_Holm	O681	FALSE	O68.1 Labour and delivery complicated by meconium in amniotic fluid
before_filter	BH	O681	FALSE	O68.1 Labour and delivery complicated by meconium in amniotic fluid
after_filter	BH	O681	FALSE	O68.1 Labour and delivery complicated by meconium in amniotic fluid
before_filter	Leaf_BH	O681	FALSE	O68.1 Labour and delivery complicated by meconium in amniotic fluid
after_filter	Leaf_BH	O681	FALSE	O68.1 Labour and delivery complicated by meconium in amniotic fluid
before_filter	Yekutieli	O681	FALSE	O68.1 Labour and delivery complicated by meconium in amniotic fluid
after_filter	Yekutieli	O681	FALSE	O68.1 Labour and delivery complicated by meconium in amniotic fluid
before_filter	Focused_BH	O682	FALSE	O68.2 Labour and delivery complicated by foetal heart rate anomaly with meconium in amniotic fluid
after_filter	Focused_BH	O682	FALSE	O68.2 Labour and delivery complicated by foetal heart rate anomaly with meconium in amniotic fluid
before_filter	Structured_Holm	O682	FALSE	O68.2 Labour and delivery complicated by foetal heart rate anomaly with meconium in amniotic fluid
after_filter	Structured_Holm	O682	FALSE	O68.2 Labour and delivery complicated by foetal heart rate anomaly with meconium in amniotic fluid
before_filter	BH	O682	FALSE	O68.2 Labour and delivery complicated by foetal heart rate anomaly with meconium in amniotic fluid
after_filter	BH	O682	FALSE	O68.2 Labour and delivery complicated by foetal heart rate anomaly with meconium in amniotic fluid
before_filter	Leaf_BH	O682	FALSE	O68.2 Labour and delivery complicated by foetal heart rate anomaly with meconium in amniotic fluid
after_filter	Leaf_BH	O682	FALSE	O68.2 Labour and delivery complicated by foetal heart rate anomaly with meconium in amniotic fluid
before_filter	Yekutieli	O682	FALSE	O68.2 Labour and delivery complicated by foetal heart rate anomaly with meconium in amniotic fluid
after_filter	Yekutieli	O682	FALSE	O68.2 Labour and delivery complicated by foetal heart rate anomaly with meconium in amniotic fluid
before_filter	Focused_BH	O688	FALSE	O68.8 Labour and delivery complicated by other evidence of foetal stress
after_filter	Focused_BH	O688	FALSE	O68.8 Labour and delivery complicated by other evidence of foetal stress
before_filter	Structured_Holm	O688	FALSE	O68.8 Labour and delivery complicated by other evidence of foetal stress
after_filter	Structured_Holm	O688	FALSE	O68.8 Labour and delivery complicated by other evidence of foetal stress
before_filter	BH	O688	FALSE	O68.8 Labour and delivery complicated by other evidence of foetal stress
after_filter	BH	O688	FALSE	O68.8 Labour and delivery complicated by other evidence of foetal stress
before_filter	Leaf_BH	O688	FALSE	O68.8 Labour and delivery complicated by other evidence of foetal stress
after_filter	Leaf_BH	O688	FALSE	O68.8 Labour and delivery complicated by other evidence of foetal stress
before_filter	Yekutieli	O688	FALSE	O68.8 Labour and delivery complicated by other evidence of foetal stress
after_filter	Yekutieli	O688	FALSE	O68.8 Labour and delivery complicated by other evidence of foetal stress
before_filter	Focused_BH	O689	FALSE	O68.9 Labour and delivery complicated by foetal stress, unspecified
after_filter	Focused_BH	O689	FALSE	O68.9 Labour and delivery complicated by foetal stress, unspecified
before_filter	Structured_Holm	O689	FALSE	O68.9 Labour and delivery complicated by foetal stress, unspecified
after_filter	Structured_Holm	O689	FALSE	O68.9 Labour and delivery complicated by foetal stress, unspecified
before_filter	BH	O689	FALSE	O68.9 Labour and delivery complicated by foetal stress, unspecified
after_filter	BH	O689	FALSE	O68.9 Labour and delivery complicated by foetal stress, unspecified
before_filter	Leaf_BH	O689	FALSE	O68.9 Labour and delivery complicated by foetal stress, unspecified
after_filter	Leaf_BH	O689	FALSE	O68.9 Labour and delivery complicated by foetal stress, unspecified
before_filter	Yekutieli	O689	FALSE	O68.9 Labour and delivery complicated by foetal stress, unspecified
after_filter	Yekutieli	O689	FALSE	O68.9 Labour and delivery complicated by foetal stress, unspecified
before_filter	Focused_BH	O69	FALSE	O69 Labour and delivery complicated by umbilical cord complications
after_filter	Focused_BH	O69	FALSE	O69 Labour and delivery complicated by umbilical cord complications
before_filter	Structured_Holm	O69	FALSE	O69 Labour and delivery complicated by umbilical cord complications
after_filter	Structured_Holm	O69	FALSE	O69 Labour and delivery complicated by umbilical cord complications
before_filter	BH	O69	FALSE	O69 Labour and delivery complicated by umbilical cord complications
after_filter	BH	O69	FALSE	O69 Labour and delivery complicated by umbilical cord complications
before_filter	Leaf_BH	O69	FALSE	O69 Labour and delivery complicated by umbilical cord complications
after_filter	Leaf_BH	O69	FALSE	O69 Labour and delivery complicated by umbilical cord complications
before_filter	Yekutieli	O69	FALSE	O69 Labour and delivery complicated by umbilical cord complications
after_filter	Yekutieli	O69	FALSE	O69 Labour and delivery complicated by umbilical cord complications
before_filter	Focused_BH	O691	FALSE	O69.1 Labour and delivery complicated by cord around neck, with compression
after_filter	Focused_BH	O691	FALSE	O69.1 Labour and delivery complicated by cord around neck, with compression
before_filter	Structured_Holm	O691	FALSE	O69.1 Labour and delivery complicated by cord around neck, with compression
after_filter	Structured_Holm	O691	FALSE	O69.1 Labour and delivery complicated by cord around neck, with compression
before_filter	BH	O691	FALSE	O69.1 Labour and delivery complicated by cord around neck, with compression
after_filter	BH	O691	FALSE	O69.1 Labour and delivery complicated by cord around neck, with compression
before_filter	Leaf_BH	O691	FALSE	O69.1 Labour and delivery complicated by cord around neck, with compression
after_filter	Leaf_BH	O691	FALSE	O69.1 Labour and delivery complicated by cord around neck, with compression
before_filter	Yekutieli	O691	FALSE	O69.1 Labour and delivery complicated by cord around neck, with compression
after_filter	Yekutieli	O691	FALSE	O69.1 Labour and delivery complicated by cord around neck, with compression
before_filter	Focused_BH	O692	FALSE	O69.2 Labour and delivery complicated by other cord entanglement
after_filter	Focused_BH	O692	FALSE	O69.2 Labour and delivery complicated by other cord entanglement
before_filter	Structured_Holm	O692	FALSE	O69.2 Labour and delivery complicated by other cord entanglement
after_filter	Structured_Holm	O692	FALSE	O69.2 Labour and delivery complicated by other cord entanglement
before_filter	BH	O692	FALSE	O69.2 Labour and delivery complicated by other cord entanglement
after_filter	BH	O692	FALSE	O69.2 Labour and delivery complicated by other cord entanglement
before_filter	Leaf_BH	O692	FALSE	O69.2 Labour and delivery complicated by other cord entanglement
after_filter	Leaf_BH	O692	FALSE	O69.2 Labour and delivery complicated by other cord entanglement
before_filter	Yekutieli	O692	FALSE	O69.2 Labour and delivery complicated by other cord entanglement
after_filter	Yekutieli	O692	FALSE	O69.2 Labour and delivery complicated by other cord entanglement
before_filter	Focused_BH	O70	FALSE	O70 Perineal laceration during delivery
after_filter	Focused_BH	O70	FALSE	O70 Perineal laceration during delivery
before_filter	Structured_Holm	O70	FALSE	O70 Perineal laceration during delivery
after_filter	Structured_Holm	O70	FALSE	O70 Perineal laceration during delivery
before_filter	BH	O70	FALSE	O70 Perineal laceration during delivery
after_filter	BH	O70	FALSE	O70 Perineal laceration during delivery
before_filter	Leaf_BH	O70	FALSE	O70 Perineal laceration during delivery
after_filter	Leaf_BH	O70	FALSE	O70 Perineal laceration during delivery
before_filter	Yekutieli	O70	FALSE	O70 Perineal laceration during delivery
after_filter	Yekutieli	O70	FALSE	O70 Perineal laceration during delivery
before_filter	Focused_BH	O700	FALSE	O70.0 First degree perineal laceration during delivery
after_filter	Focused_BH	O700	FALSE	O70.0 First degree perineal laceration during delivery
before_filter	Structured_Holm	O700	FALSE	O70.0 First degree perineal laceration during delivery
after_filter	Structured_Holm	O700	FALSE	O70.0 First degree perineal laceration during delivery
before_filter	BH	O700	FALSE	O70.0 First degree perineal laceration during delivery
after_filter	BH	O700	FALSE	O70.0 First degree perineal laceration during delivery
before_filter	Leaf_BH	O700	FALSE	O70.0 First degree perineal laceration during delivery
after_filter	Leaf_BH	O700	FALSE	O70.0 First degree perineal laceration during delivery
before_filter	Yekutieli	O700	FALSE	O70.0 First degree perineal laceration during delivery
after_filter	Yekutieli	O700	FALSE	O70.0 First degree perineal laceration during delivery
before_filter	Focused_BH	O701	FALSE	O70.1 Second degree perineal laceration during delivery
after_filter	Focused_BH	O701	FALSE	O70.1 Second degree perineal laceration during delivery
before_filter	Structured_Holm	O701	FALSE	O70.1 Second degree perineal laceration during delivery
after_filter	Structured_Holm	O701	FALSE	O70.1 Second degree perineal laceration during delivery
before_filter	BH	O701	FALSE	O70.1 Second degree perineal laceration during delivery
after_filter	BH	O701	FALSE	O70.1 Second degree perineal laceration during delivery
before_filter	Leaf_BH	O701	FALSE	O70.1 Second degree perineal laceration during delivery
after_filter	Leaf_BH	O701	FALSE	O70.1 Second degree perineal laceration during delivery
before_filter	Yekutieli	O701	FALSE	O70.1 Second degree perineal laceration during delivery
after_filter	Yekutieli	O701	FALSE	O70.1 Second degree perineal laceration during delivery
before_filter	Focused_BH	O702	FALSE	O70.2 Third degree perineal laceration during delivery
after_filter	Focused_BH	O702	FALSE	O70.2 Third degree perineal laceration during delivery
before_filter	Structured_Holm	O702	FALSE	O70.2 Third degree perineal laceration during delivery
after_filter	Structured_Holm	O702	FALSE	O70.2 Third degree perineal laceration during delivery
before_filter	BH	O702	FALSE	O70.2 Third degree perineal laceration during delivery
after_filter	BH	O702	FALSE	O70.2 Third degree perineal laceration during delivery
before_filter	Leaf_BH	O702	FALSE	O70.2 Third degree perineal laceration during delivery
after_filter	Leaf_BH	O702	FALSE	O70.2 Third degree perineal laceration during delivery
before_filter	Yekutieli	O702	FALSE	O70.2 Third degree perineal laceration during delivery
after_filter	Yekutieli	O702	FALSE	O70.2 Third degree perineal laceration during delivery
before_filter	Focused_BH	O709	FALSE	O70.9 Perineal laceration during delivery, unspecified
after_filter	Focused_BH	O709	FALSE	O70.9 Perineal laceration during delivery, unspecified
before_filter	Structured_Holm	O709	FALSE	O70.9 Perineal laceration during delivery, unspecified
after_filter	Structured_Holm	O709	FALSE	O70.9 Perineal laceration during delivery, unspecified
before_filter	BH	O709	FALSE	O70.9 Perineal laceration during delivery, unspecified
after_filter	BH	O709	FALSE	O70.9 Perineal laceration during delivery, unspecified
before_filter	Leaf_BH	O709	FALSE	O70.9 Perineal laceration during delivery, unspecified
after_filter	Leaf_BH	O709	FALSE	O70.9 Perineal laceration during delivery, unspecified
before_filter	Yekutieli	O709	FALSE	O70.9 Perineal laceration during delivery, unspecified
after_filter	Yekutieli	O709	FALSE	O70.9 Perineal laceration during delivery, unspecified
before_filter	Focused_BH	O71	FALSE	O71 Other obstetric trauma
after_filter	Focused_BH	O71	FALSE	O71 Other obstetric trauma
before_filter	Structured_Holm	O71	FALSE	O71 Other obstetric trauma
after_filter	Structured_Holm	O71	FALSE	O71 Other obstetric trauma
before_filter	BH	O71	FALSE	O71 Other obstetric trauma
after_filter	BH	O71	FALSE	O71 Other obstetric trauma
before_filter	Leaf_BH	O71	FALSE	O71 Other obstetric trauma
after_filter	Leaf_BH	O71	FALSE	O71 Other obstetric trauma
before_filter	Yekutieli	O71	FALSE	O71 Other obstetric trauma
after_filter	Yekutieli	O71	FALSE	O71 Other obstetric trauma
before_filter	Focused_BH	O714	FALSE	O71.4 Obstetric high vaginal laceration alone
after_filter	Focused_BH	O714	FALSE	O71.4 Obstetric high vaginal laceration alone
before_filter	Structured_Holm	O714	FALSE	O71.4 Obstetric high vaginal laceration alone
after_filter	Structured_Holm	O714	FALSE	O71.4 Obstetric high vaginal laceration alone
before_filter	BH	O714	FALSE	O71.4 Obstetric high vaginal laceration alone
after_filter	BH	O714	FALSE	O71.4 Obstetric high vaginal laceration alone
before_filter	Leaf_BH	O714	FALSE	O71.4 Obstetric high vaginal laceration alone
after_filter	Leaf_BH	O714	FALSE	O71.4 Obstetric high vaginal laceration alone
before_filter	Yekutieli	O714	FALSE	O71.4 Obstetric high vaginal laceration alone
after_filter	Yekutieli	O714	FALSE	O71.4 Obstetric high vaginal laceration alone
before_filter	Focused_BH	O72	FALSE	O72 Postpartum haemorrhage
after_filter	Focused_BH	O72	FALSE	O72 Postpartum haemorrhage
before_filter	Structured_Holm	O72	FALSE	O72 Postpartum haemorrhage
after_filter	Structured_Holm	O72	FALSE	O72 Postpartum haemorrhage
before_filter	BH	O72	FALSE	O72 Postpartum haemorrhage
after_filter	BH	O72	FALSE	O72 Postpartum haemorrhage
before_filter	Leaf_BH	O72	FALSE	O72 Postpartum haemorrhage
after_filter	Leaf_BH	O72	FALSE	O72 Postpartum haemorrhage
before_filter	Yekutieli	O72	FALSE	O72 Postpartum haemorrhage
after_filter	Yekutieli	O72	FALSE	O72 Postpartum haemorrhage
before_filter	Focused_BH	O720	FALSE	O72.0 Third-stage haemorrhage
after_filter	Focused_BH	O720	FALSE	O72.0 Third-stage haemorrhage
before_filter	Structured_Holm	O720	FALSE	O72.0 Third-stage haemorrhage
after_filter	Structured_Holm	O720	FALSE	O72.0 Third-stage haemorrhage
before_filter	BH	O720	FALSE	O72.0 Third-stage haemorrhage
after_filter	BH	O720	FALSE	O72.0 Third-stage haemorrhage
before_filter	Leaf_BH	O720	FALSE	O72.0 Third-stage haemorrhage
after_filter	Leaf_BH	O720	FALSE	O72.0 Third-stage haemorrhage
before_filter	Yekutieli	O720	FALSE	O72.0 Third-stage haemorrhage
after_filter	Yekutieli	O720	FALSE	O72.0 Third-stage haemorrhage
before_filter	Focused_BH	O721	FALSE	O72.1 Other immediate postpartum haemorrhage
after_filter	Focused_BH	O721	FALSE	O72.1 Other immediate postpartum haemorrhage
before_filter	Structured_Holm	O721	FALSE	O72.1 Other immediate postpartum haemorrhage
after_filter	Structured_Holm	O721	FALSE	O72.1 Other immediate postpartum haemorrhage
before_filter	BH	O721	FALSE	O72.1 Other immediate postpartum haemorrhage
after_filter	BH	O721	FALSE	O72.1 Other immediate postpartum haemorrhage
before_filter	Leaf_BH	O721	FALSE	O72.1 Other immediate postpartum haemorrhage
after_filter	Leaf_BH	O721	FALSE	O72.1 Other immediate postpartum haemorrhage
before_filter	Yekutieli	O721	FALSE	O72.1 Other immediate postpartum haemorrhage
after_filter	Yekutieli	O721	FALSE	O72.1 Other immediate postpartum haemorrhage
before_filter	Focused_BH	O722	FALSE	O72.2 Delayed and secondary postpartum haemorrhage
after_filter	Focused_BH	O722	FALSE	O72.2 Delayed and secondary postpartum haemorrhage
before_filter	Structured_Holm	O722	FALSE	O72.2 Delayed and secondary postpartum haemorrhage
after_filter	Structured_Holm	O722	FALSE	O72.2 Delayed and secondary postpartum haemorrhage
before_filter	BH	O722	FALSE	O72.2 Delayed and secondary postpartum haemorrhage
after_filter	BH	O722	FALSE	O72.2 Delayed and secondary postpartum haemorrhage
before_filter	Leaf_BH	O722	FALSE	O72.2 Delayed and secondary postpartum haemorrhage
after_filter	Leaf_BH	O722	FALSE	O72.2 Delayed and secondary postpartum haemorrhage
before_filter	Yekutieli	O722	FALSE	O72.2 Delayed and secondary postpartum haemorrhage
after_filter	Yekutieli	O722	FALSE	O72.2 Delayed and secondary postpartum haemorrhage
before_filter	Focused_BH	O73	FALSE	O73 Retained placenta and membranes, without haemorrhage
after_filter	Focused_BH	O73	FALSE	O73 Retained placenta and membranes, without haemorrhage
before_filter	Structured_Holm	O73	FALSE	O73 Retained placenta and membranes, without haemorrhage
after_filter	Structured_Holm	O73	FALSE	O73 Retained placenta and membranes, without haemorrhage
before_filter	BH	O73	FALSE	O73 Retained placenta and membranes, without haemorrhage
after_filter	BH	O73	FALSE	O73 Retained placenta and membranes, without haemorrhage
before_filter	Leaf_BH	O73	FALSE	O73 Retained placenta and membranes, without haemorrhage
after_filter	Leaf_BH	O73	FALSE	O73 Retained placenta and membranes, without haemorrhage
before_filter	Yekutieli	O73	FALSE	O73 Retained placenta and membranes, without haemorrhage
after_filter	Yekutieli	O73	FALSE	O73 Retained placenta and membranes, without haemorrhage
before_filter	Focused_BH	O730	FALSE	O73.0 Retained placenta, without haemorrhage
after_filter	Focused_BH	O730	FALSE	O73.0 Retained placenta, without haemorrhage
before_filter	Structured_Holm	O730	FALSE	O73.0 Retained placenta, without haemorrhage
after_filter	Structured_Holm	O730	FALSE	O73.0 Retained placenta, without haemorrhage
before_filter	BH	O730	FALSE	O73.0 Retained placenta, without haemorrhage
after_filter	BH	O730	FALSE	O73.0 Retained placenta, without haemorrhage
before_filter	Leaf_BH	O730	FALSE	O73.0 Retained placenta, without haemorrhage
after_filter	Leaf_BH	O730	FALSE	O73.0 Retained placenta, without haemorrhage
before_filter	Yekutieli	O730	FALSE	O73.0 Retained placenta, without haemorrhage
after_filter	Yekutieli	O730	FALSE	O73.0 Retained placenta, without haemorrhage
before_filter	Focused_BH	O75	FALSE	O75 Other complications of labour and delivery, not elsewhere classified
after_filter	Focused_BH	O75	FALSE	O75 Other complications of labour and delivery, not elsewhere classified
before_filter	Structured_Holm	O75	FALSE	O75 Other complications of labour and delivery, not elsewhere classified
after_filter	Structured_Holm	O75	FALSE	O75 Other complications of labour and delivery, not elsewhere classified
before_filter	BH	O75	FALSE	O75 Other complications of labour and delivery, not elsewhere classified
after_filter	BH	O75	FALSE	O75 Other complications of labour and delivery, not elsewhere classified
before_filter	Leaf_BH	O75	FALSE	O75 Other complications of labour and delivery, not elsewhere classified
after_filter	Leaf_BH	O75	FALSE	O75 Other complications of labour and delivery, not elsewhere classified
before_filter	Yekutieli	O75	FALSE	O75 Other complications of labour and delivery, not elsewhere classified
after_filter	Yekutieli	O75	FALSE	O75 Other complications of labour and delivery, not elsewhere classified
before_filter	Focused_BH	O756	FALSE	O75.6 Delayed delivery after spontaneous or unspecified rupture of membranes
after_filter	Focused_BH	O756	FALSE	O75.6 Delayed delivery after spontaneous or unspecified rupture of membranes
before_filter	Structured_Holm	O756	FALSE	O75.6 Delayed delivery after spontaneous or unspecified rupture of membranes
after_filter	Structured_Holm	O756	FALSE	O75.6 Delayed delivery after spontaneous or unspecified rupture of membranes
before_filter	BH	O756	FALSE	O75.6 Delayed delivery after spontaneous or unspecified rupture of membranes
after_filter	BH	O756	FALSE	O75.6 Delayed delivery after spontaneous or unspecified rupture of membranes
before_filter	Leaf_BH	O756	FALSE	O75.6 Delayed delivery after spontaneous or unspecified rupture of membranes
after_filter	Leaf_BH	O756	FALSE	O75.6 Delayed delivery after spontaneous or unspecified rupture of membranes
before_filter	Yekutieli	O756	FALSE	O75.6 Delayed delivery after spontaneous or unspecified rupture of membranes
after_filter	Yekutieli	O756	FALSE	O75.6 Delayed delivery after spontaneous or unspecified rupture of membranes
before_filter	Focused_BH	O80	FALSE	O80 Single spontaneous delivery
after_filter	Focused_BH	O80	FALSE	O80 Single spontaneous delivery
before_filter	Structured_Holm	O80	FALSE	O80 Single spontaneous delivery
after_filter	Structured_Holm	O80	FALSE	O80 Single spontaneous delivery
before_filter	BH	O80	FALSE	O80 Single spontaneous delivery
after_filter	BH	O80	FALSE	O80 Single spontaneous delivery
before_filter	Leaf_BH	O80	FALSE	O80 Single spontaneous delivery
after_filter	Leaf_BH	O80	FALSE	O80 Single spontaneous delivery
before_filter	Yekutieli	O80	FALSE	O80 Single spontaneous delivery
after_filter	Yekutieli	O80	FALSE	O80 Single spontaneous delivery
before_filter	Focused_BH	O800	FALSE	O80.0 Spontaneous vertex delivery
after_filter	Focused_BH	O800	FALSE	O80.0 Spontaneous vertex delivery
before_filter	Structured_Holm	O800	FALSE	O80.0 Spontaneous vertex delivery
after_filter	Structured_Holm	O800	FALSE	O80.0 Spontaneous vertex delivery
before_filter	BH	O800	FALSE	O80.0 Spontaneous vertex delivery
after_filter	BH	O800	FALSE	O80.0 Spontaneous vertex delivery
before_filter	Leaf_BH	O800	FALSE	O80.0 Spontaneous vertex delivery
after_filter	Leaf_BH	O800	FALSE	O80.0 Spontaneous vertex delivery
before_filter	Yekutieli	O800	FALSE	O80.0 Spontaneous vertex delivery
after_filter	Yekutieli	O800	FALSE	O80.0 Spontaneous vertex delivery
before_filter	Focused_BH	O808	FALSE	O80.8 Other single spontaneous delivery
after_filter	Focused_BH	O808	FALSE	O80.8 Other single spontaneous delivery
before_filter	Structured_Holm	O808	FALSE	O80.8 Other single spontaneous delivery
after_filter	Structured_Holm	O808	FALSE	O80.8 Other single spontaneous delivery
before_filter	BH	O808	FALSE	O80.8 Other single spontaneous delivery
after_filter	BH	O808	FALSE	O80.8 Other single spontaneous delivery
before_filter	Leaf_BH	O808	FALSE	O80.8 Other single spontaneous delivery
after_filter	Leaf_BH	O808	FALSE	O80.8 Other single spontaneous delivery
before_filter	Yekutieli	O808	FALSE	O80.8 Other single spontaneous delivery
after_filter	Yekutieli	O808	FALSE	O80.8 Other single spontaneous delivery
before_filter	Focused_BH	O809	FALSE	O80.9 Single spontaneous delivery, unspecified
after_filter	Focused_BH	O809	FALSE	O80.9 Single spontaneous delivery, unspecified
before_filter	Structured_Holm	O809	FALSE	O80.9 Single spontaneous delivery, unspecified
after_filter	Structured_Holm	O809	FALSE	O80.9 Single spontaneous delivery, unspecified
before_filter	BH	O809	FALSE	O80.9 Single spontaneous delivery, unspecified
after_filter	BH	O809	FALSE	O80.9 Single spontaneous delivery, unspecified
before_filter	Leaf_BH	O809	FALSE	O80.9 Single spontaneous delivery, unspecified
after_filter	Leaf_BH	O809	FALSE	O80.9 Single spontaneous delivery, unspecified
before_filter	Yekutieli	O809	FALSE	O80.9 Single spontaneous delivery, unspecified
after_filter	Yekutieli	O809	FALSE	O80.9 Single spontaneous delivery, unspecified
before_filter	Focused_BH	O81	FALSE	O81 Single delivery by forceps and vacuum extractor
after_filter	Focused_BH	O81	FALSE	O81 Single delivery by forceps and vacuum extractor
before_filter	Structured_Holm	O81	FALSE	O81 Single delivery by forceps and vacuum extractor
after_filter	Structured_Holm	O81	FALSE	O81 Single delivery by forceps and vacuum extractor
before_filter	BH	O81	FALSE	O81 Single delivery by forceps and vacuum extractor
after_filter	BH	O81	FALSE	O81 Single delivery by forceps and vacuum extractor
before_filter	Leaf_BH	O81	FALSE	O81 Single delivery by forceps and vacuum extractor
after_filter	Leaf_BH	O81	FALSE	O81 Single delivery by forceps and vacuum extractor
before_filter	Yekutieli	O81	FALSE	O81 Single delivery by forceps and vacuum extractor
after_filter	Yekutieli	O81	FALSE	O81 Single delivery by forceps and vacuum extractor
before_filter	Focused_BH	O814	FALSE	O81.4 Vacuum extractor delivery
after_filter	Focused_BH	O814	FALSE	O81.4 Vacuum extractor delivery
before_filter	Structured_Holm	O814	FALSE	O81.4 Vacuum extractor delivery
after_filter	Structured_Holm	O814	FALSE	O81.4 Vacuum extractor delivery
before_filter	BH	O814	FALSE	O81.4 Vacuum extractor delivery
after_filter	BH	O814	FALSE	O81.4 Vacuum extractor delivery
before_filter	Leaf_BH	O814	FALSE	O81.4 Vacuum extractor delivery
after_filter	Leaf_BH	O814	FALSE	O81.4 Vacuum extractor delivery
before_filter	Yekutieli	O814	FALSE	O81.4 Vacuum extractor delivery
after_filter	Yekutieli	O814	FALSE	O81.4 Vacuum extractor delivery
before_filter	Focused_BH	O82	FALSE	O82 Single delivery by Caesarean section
after_filter	Focused_BH	O82	FALSE	O82 Single delivery by Caesarean section
before_filter	Structured_Holm	O82	FALSE	O82 Single delivery by Caesarean section
after_filter	Structured_Holm	O82	FALSE	O82 Single delivery by Caesarean section
before_filter	BH	O82	FALSE	O82 Single delivery by Caesarean section
after_filter	BH	O82	FALSE	O82 Single delivery by Caesarean section
before_filter	Leaf_BH	O82	FALSE	O82 Single delivery by Caesarean section
after_filter	Leaf_BH	O82	FALSE	O82 Single delivery by Caesarean section
before_filter	Yekutieli	O82	FALSE	O82 Single delivery by Caesarean section
after_filter	Yekutieli	O82	FALSE	O82 Single delivery by Caesarean section
before_filter	Focused_BH	O820	FALSE	O82.0 Delivery by elective Caesarean section
after_filter	Focused_BH	O820	FALSE	O82.0 Delivery by elective Caesarean section
before_filter	Structured_Holm	O820	FALSE	O82.0 Delivery by elective Caesarean section
after_filter	Structured_Holm	O820	FALSE	O82.0 Delivery by elective Caesarean section
before_filter	BH	O820	FALSE	O82.0 Delivery by elective Caesarean section
after_filter	BH	O820	FALSE	O82.0 Delivery by elective Caesarean section
before_filter	Leaf_BH	O820	FALSE	O82.0 Delivery by elective Caesarean section
after_filter	Leaf_BH	O820	FALSE	O82.0 Delivery by elective Caesarean section
before_filter	Yekutieli	O820	FALSE	O82.0 Delivery by elective Caesarean section
after_filter	Yekutieli	O820	FALSE	O82.0 Delivery by elective Caesarean section
before_filter	Focused_BH	O821	FALSE	O82.1 Delivery by emergency Caesarean section
after_filter	Focused_BH	O821	FALSE	O82.1 Delivery by emergency Caesarean section
before_filter	Structured_Holm	O821	FALSE	O82.1 Delivery by emergency Caesarean section
after_filter	Structured_Holm	O821	FALSE	O82.1 Delivery by emergency Caesarean section
before_filter	BH	O821	FALSE	O82.1 Delivery by emergency Caesarean section
after_filter	BH	O821	FALSE	O82.1 Delivery by emergency Caesarean section
before_filter	Leaf_BH	O821	FALSE	O82.1 Delivery by emergency Caesarean section
after_filter	Leaf_BH	O821	FALSE	O82.1 Delivery by emergency Caesarean section
before_filter	Yekutieli	O821	FALSE	O82.1 Delivery by emergency Caesarean section
after_filter	Yekutieli	O821	FALSE	O82.1 Delivery by emergency Caesarean section
before_filter	Focused_BH	O86	FALSE	O86 Other puerperal infections
